도메인,날짜,지수종류,돈
컴퓨터사무용기계,2021-07-01,계절조정지수 (2020=100),106.8
컴퓨터사무용기계,2021-08-01,원지수 (2020=100),103.8
컴퓨터사무용기계,2021-08-01,계절조정지수 (2020=100),111.9
컴퓨터사무용기계,2021-09-01,원지수 (2020=100),106.6
컴퓨터사무용기계,2021-09-01,계절조정지수 (2020=100),115.3
컴퓨터사무용기계,2021-10-01,원지수 (2020=100),100.5
컴퓨터사무용기계,2021-10-01,계절조정지수 (2020=100),110.7
컴퓨터사무용기계,2021-11-01,원지수 (2020=100),107.1
컴퓨터사무용기계,2021-11-01,계절조정지수 (2020=100),113.6
컴퓨터사무용기계,2021-12-01,원지수 (2020=100),135.7
컴퓨터사무용기계,2021-12-01,계절조정지수 (2020=100),109.7
컴퓨터사무용기계,2022-01-01,원지수 (2020=100),154.9
컴퓨터사무용기계,2022-01-01,계절조정지수 (2020=100),112.7
컴퓨터사무용기계,2022-02-01,원지수 (2020=100),139.7
컴퓨터사무용기계,2022-02-01,계절조정지수 (2020=100),140.3
컴퓨터사무용기계,2022-03-01,원지수 (2020=100),136.5
컴퓨터사무용기계,2022-03-01,계절조정지수 (2020=100),118.8
컴퓨터사무용기계,2022-04-01,원지수 (2020=100),115.1
컴퓨터사무용기계,2022-04-01,계절조정지수 (2020=100),117.6
컴퓨터사무용기계,2022-05-01,원지수 (2020=100),110.3
컴퓨터사무용기계,2022-05-01,계절조정지수 (2020=100),133.7
컴퓨터사무용기계,2022-06-01,원지수 (2020=100),110.9
컴퓨터사무용기계,2022-06-01,계절조정지수 (2020=100),112.7
컴퓨터사무용기계,2022-07-01,원지수 (2020=100),120.7
컴퓨터사무용기계,2022-07-01,계절조정지수 (2020=100),127.5
컴퓨터사무용기계,2022-08-01,원지수 (2020=100),109.0
컴퓨터사무용기계,2022-08-01,계절조정지수 (2020=100),118.1
컴퓨터사무용기계,2022-09-01,원지수 (2020=100),105.5
컴퓨터사무용기계,2022-09-01,계절조정지수 (2020=100),113.8
컴퓨터사무용기계,2022-10-01,원지수 (2020=100),97.3
컴퓨터사무용기계,2022-10-01,계절조정지수 (2020=100),112.3
컴퓨터사무용기계,2022-11-01,원지수 (2020=100),101.1
컴퓨터사무용기계,2022-11-01,계절조정지수 (2020=100),107.8
컴퓨터사무용기계,2022-12-01,원지수 (2020=100),104.7
컴퓨터사무용기계,2022-12-01,계절조정지수 (2020=100),88.5
컴퓨터사무용기계,2023-01-01,원지수 (2020=100),132.5
컴퓨터사무용기계,2023-01-01,계절조정지수 (2020=100),97.9
컴퓨터사무용기계,2023-02-01,원지수 (2020=100),103.6
컴퓨터사무용기계,2023-02-01,계절조정지수 (2020=100),100.5
컴퓨터사무용기계,2023-03-01,원지수 (2020=100),108.6
컴퓨터사무용기계,2023-03-01,계절조정지수 (2020=100),94.7
컴퓨터사무용기계,2023-04-01,원지수 (2020=100),92.2
컴퓨터사무용기계,2023-04-01,계절조정지수 (2020=100),95.5
컴퓨터사무용기계,2023-05-01,원지수 (2020=100),75.7
컴퓨터사무용기계,2023-05-01,계절조정지수 (2020=100),92.5
컴퓨터사무용기계,2023-06-01,원지수 (2020=100),93.4
컴퓨터사무용기계,2023-06-01,계절조정지수 (2020=100),96.5
컴퓨터사무용기계,2023-07-01,원지수 (2020=100),92.6
컴퓨터사무용기계,2023-07-01,계절조정지수 (2020=100),96.5
컴퓨터사무용기계,2023-08-01,원지수 (2020=100),79.7
컴퓨터사무용기계,2023-08-01,계절조정지수 (2020=100),86.6
컴퓨터사무용기계,2023-09-01,원지수 (2020=100),84.9
컴퓨터사무용기계,2023-09-01,계절조정지수 (2020=100),92.8
컴퓨터사무용기계,2023-10-01,원지수 (2020=100),81.1
컴퓨터사무용기계,2023-10-01,계절조정지수 (2020=100),90.7
컴퓨터사무용기계,2023-11-01,원지수 (2020=100),75.7
컴퓨터사무용기계,2023-11-01,계절조정지수 (2020=100),81.1
컴퓨터사무용기계,2023-12-01,원지수 (2020=100),113.7
컴퓨터사무용기계,2023-12-01,계절조정지수 (2020=100),96.1
컴퓨터사무용기계,2024-01-01,원지수 (2020=100),135.2
컴퓨터사무용기계,2024-01-01,계절조정지수 (2020=100),99.5
컴퓨터사무용기계,2024-02-01,원지수 (2020=100),99.8
컴퓨터사무용기계,2024-02-01,계절조정지수 (2020=100),96.1
컴퓨터사무용기계,2024-03-01,원지수 (2020=100),105.7
컴퓨터사무용기계,2024-03-01,계절조정지수 (2020=100),94.4
컴퓨터사무용기계,2024-04-01,원지수 (2020=100),88.9
컴퓨터사무용기계,2024-04-01,계절조정지수 (2020=100),91.2
컴퓨터사무용기계,2024-05-01,원지수 (2020=100),78.0
컴퓨터사무용기계,2024-05-01,계절조정지수 (2020=100),92.4
컴퓨터사무용기계,2024-06-01,원지수 (2020=100),120.9
컴퓨터사무용기계,2024-06-01,계절조정지수 (2020=100),124.7
컴퓨터사무용기계,2024-07-01,원지수 (2020=100),93.8
컴퓨터사무용기계,2024-07-01,계절조정지수 (2020=100),94.8
컴퓨터사무용기계,2024-08-01,원지수 (2020=100),90.6
컴퓨터사무용기계,2024-08-01,계절조정지수 (2020=100),98.4
컴퓨터사무용기계,2024-09-01,원지수 (2020=100),89.8
컴퓨터사무용기계,2024-09-01,계절조정지수 (2020=100),97.9
컴퓨터사무용기계,2024-10-01,원지수 (2020=100),87.3
컴퓨터사무용기계,2024-10-01,계절조정지수 (2020=100),97.9
컴퓨터사무용기계,2024-11-01,원지수 (2020=100),93.0
컴퓨터사무용기계,2024-11-01,계절조정지수 (2020=100),100.5
컴퓨터사무용기계,2024-12-01,원지수 (2020=100),123.5
컴퓨터사무용기계,2024-12-01,계절조정지수 (2020=100),104.0
컴퓨터사무용기계,2025-01-01,원지수 (2020=100),142.8
컴퓨터사무용기계,2025-01-01,계절조정지수 (2020=100),102.1
컴퓨터사무용기계,2025-02-01,원지수 (2020=100),106.8
컴퓨터사무용기계,2025-02-01,계절조정지수 (2020=100),103.1
컴퓨터사무용기계,2025-03-01,원지수 (2020=100),100.3
컴퓨터사무용기계,2025-03-01,계절조정지수 (2020=100),88.1
컴퓨터사무용기계,2025-04-01,원지수 (2020=100),117.8
컴퓨터사무용기계,2025-04-01,계절조정지수 (2020=100),126.2
컴퓨터사무용기계,2025-05-01,원지수 (2020=100),109.0
컴퓨터사무용기계,2025-05-01,계절조정지수 (2020=100),132.7
컴퓨터사무용기계,2025-06-01,원지수 (2020=100),89.1
컴퓨터사무용기계,2025-06-01,계절조정지수 (2020=100),89.7
컴퓨터사무용기계,2025-07-01,원지수 (2020=100),93.7
컴퓨터사무용기계,2025-07-01,계절조정지수 (2020=100),94.3
특수산업용기계,2015-01-01,원지수 (2020=100),71.0
특수산업용기계,2015-01-01,계절조정지수 (2020=100),80.1
특수산업용기계,2015-02-01,원지수 (2020=100),67.4
특수산업용기계,2015-02-01,계절조정지수 (2020=100),75.2
특수산업용기계,2015-03-01,원지수 (2020=100),84.8
특수산업용기계,2015-03-01,계절조정지수 (2020=100),74.4
특수산업용기계,2015-04-01,원지수 (2020=100),70.8
특수산업용기계,2015-04-01,계절조정지수 (2020=100),66.1
특수산업용기계,2015-05-01,원지수 (2020=100),42.8
특수산업용기계,2015-05-01,계절조정지수 (2020=100),39.3
특수산업용기계,2015-06-01,원지수 (2020=100),58.0
특수산업용기계,2015-06-01,계절조정지수 (2020=100),52.6
특수산업용기계,2015-07-01,원지수 (2020=100),69.4
특수산업용기계,2015-07-01,계절조정지수 (2020=100),67.4
특수산업용기계,2015-08-01,원지수 (2020=100),44.6
특수산업용기계,2015-08-01,계절조정지수 (2020=100),47.5
특수산업용기계,2015-09-01,원지수 (2020=100),38.7
특수산업용기계,2015-09-01,계절조정지수 (2020=100),42.2
특수산업용기계,2015-10-01,원지수 (2020=100),36.8
특수산업용기계,2015-10-01,계절조정지수 (2020=100),41.9
특수산업용기계,2015-11-01,원지수 (2020=100),43.3
특수산업용기계,2015-11-01,계절조정지수 (2020=100),44.9
특수산업용기계,2015-12-01,원지수 (2020=100),49.3
특수산업용기계,2015-12-01,계절조정지수 (2020=100),43.3
특수산업용기계,2016-01-01,원지수 (2020=100),40.6
특수산업용기계,2016-01-01,계절조정지수 (2020=100),44.1
특수산업용기계,2016-02-01,원지수 (2020=100),41.1
특수산업용기계,2016-02-01,계절조정지수 (2020=100),46.4
특수산업용기계,2016-03-01,원지수 (2020=100),56.2
특수산업용기계,2016-03-01,계절조정지수 (2020=100),49.3
특수산업용기계,2016-04-01,원지수 (2020=100),59.1
특수산업용기계,2016-04-01,계절조정지수 (2020=100),56.1
특수산업용기계,2016-05-01,원지수 (2020=100),31.9
특수산업용기계,2016-05-01,계절조정지수 (2020=100),29.5
특수산업용기계,2016-06-01,원지수 (2020=100),46.5
특수산업용기계,2016-06-01,계절조정지수 (2020=100),42.1
특수산업용기계,2016-07-01,원지수 (2020=100),55.4
특수산업용기계,2016-07-01,계절조정지수 (2020=100),55.2
특수산업용기계,2016-08-01,원지수 (2020=100),73.5
특수산업용기계,2016-08-01,계절조정지수 (2020=100),78.9
특수산업용기계,2016-09-01,원지수 (2020=100),57.2
특수산업용기계,2016-09-01,계절조정지수 (2020=100),64.5
특수산업용기계,2016-10-01,원지수 (2020=100),60.5
특수산업용기계,2016-10-01,계절조정지수 (2020=100),66.4
특수산업용기계,2016-11-01,원지수 (2020=100),64.4
특수산업용기계,2016-11-01,계절조정지수 (2020=100),67.1
특수산업용기계,2016-12-01,원지수 (2020=100),102.0
특수산업용기계,2016-12-01,계절조정지수 (2020=100),90.4
특수산업용기계,2017-01-01,원지수 (2020=100),84.3
특수산업용기계,2017-01-01,계절조정지수 (2020=100),91.3
특수산업용기계,2017-02-01,원지수 (2020=100),83.4
특수산업용기계,2017-02-01,계절조정지수 (2020=100),93.2
특수산업용기계,2017-03-01,원지수 (2020=100),129.7
특수산업용기계,2017-03-01,계절조정지수 (2020=100),113.8
특수산업용기계,2017-04-01,원지수 (2020=100),112.5
특수산업용기계,2017-04-01,계절조정지수 (2020=100),107.5
특수산업용기계,2017-05-01,원지수 (2020=100),134.6
특수산업용기계,2017-05-01,계절조정지수 (2020=100),124.6
특수산업용기계,2017-06-01,원지수 (2020=100),155.6
특수산업용기계,2017-06-01,계절조정지수 (2020=100),140.3
특수산업용기계,2017-07-01,원지수 (2020=100),124.7
특수산업용기계,2017-07-01,계절조정지수 (2020=100),126.3
특수산업용기계,2017-08-01,원지수 (2020=100),115.5
특수산업용기계,2017-08-01,계절조정지수 (2020=100),125.2
특수산업용기계,2017-09-01,원지수 (2020=100),128.2
특수산업용기계,2017-09-01,계절조정지수 (2020=100),139.1
특수산업용기계,2017-10-01,원지수 (2020=100),83.9
특수산업용기계,2017-10-01,계절조정지수 (2020=100),94.7
특수산업용기계,2017-11-01,원지수 (2020=100),122.0
특수산업용기계,2017-11-01,계절조정지수 (2020=100),128.0
특수산업용기계,2017-12-01,원지수 (2020=100),168.2
특수산업용기계,2017-12-01,계절조정지수 (2020=100),149.3
특수산업용기계,2018-01-01,원지수 (2020=100),164.3
특수산업용기계,2018-01-01,계절조정지수 (2020=100),174.6
특수산업용기계,2018-02-01,원지수 (2020=100),142.5
특수산업용기계,2018-02-01,계절조정지수 (2020=100),160.1
특수산업용기계,2018-03-01,원지수 (2020=100),158.8
특수산업용기계,2018-03-01,계절조정지수 (2020=100),140.7
특수산업용기계,2018-04-01,원지수 (2020=100),148.0
특수산업용기계,2018-04-01,계절조정지수 (2020=100),141.7
특수산업용기계,2018-05-01,원지수 (2020=100),124.2
특수산업용기계,2018-05-01,계절조정지수 (2020=100),115.4
특수산업용기계,2018-06-01,원지수 (2020=100),107.3
특수산업용기계,2018-06-01,계절조정지수 (2020=100),97.3
특수산업용기계,2018-07-01,원지수 (2020=100),81.2
특수산업용기계,2018-07-01,계절조정지수 (2020=100),82.7
특수산업용기계,2018-08-01,원지수 (2020=100),67.2
특수산업용기계,2018-08-01,계절조정지수 (2020=100),74.3
특수산업용기계,2018-09-01,원지수 (2020=100),96.9
특수산업용기계,2018-09-01,계절조정지수 (2020=100),101.9
특수산업용기계,2018-10-01,원지수 (2020=100),76.5
특수산업용기계,2018-10-01,계절조정지수 (2020=100),87.1
특수산업용기계,2018-11-01,원지수 (2020=100),72.2
특수산업용기계,2018-11-01,계절조정지수 (2020=100),76.8
특수산업용기계,2018-12-01,원지수 (2020=100),83.9
특수산업용기계,2018-12-01,계절조정지수 (2020=100),72.0
특수산업용기계,2019-01-01,원지수 (2020=100),66.9
특수산업용기계,2019-01-01,계절조정지수 (2020=100),68.7
특수산업용기계,2019-02-01,원지수 (2020=100),50.2
특수산업용기계,2019-02-01,계절조정지수 (2020=100),57.9
특수산업용기계,2019-03-01,원지수 (2020=100),62.5
특수산업용기계,2019-03-01,계절조정지수 (2020=100),54.8
특수산업용기계,2019-04-01,원지수 (2020=100),83.1
특수산업용기계,2019-04-01,계절조정지수 (2020=100),79.0
특수산업용기계,2019-05-01,원지수 (2020=100),67.9
특수산업용기계,2019-05-01,계절조정지수 (2020=100),64.0
특수산업용기계,2019-06-01,원지수 (2020=100),65.8
특수산업용기계,2019-06-01,계절조정지수 (2020=100),59.1
특수산업용기계,2019-07-01,원지수 (2020=100),50.3
특수산업용기계,2019-07-01,계절조정지수 (2020=100),51.6
특수산업용기계,2019-08-01,원지수 (2020=100),46.5
특수산업용기계,2019-08-01,계절조정지수 (2020=100),52.0
특수산업용기계,2019-09-01,원지수 (2020=100),52.9
특수산업용기계,2019-09-01,계절조정지수 (2020=100),57.1
특수산업용기계,2019-10-01,원지수 (2020=100),55.0
특수산업용기계,2019-10-01,계절조정지수 (2020=100),60.5
특수산업용기계,2019-11-01,원지수 (2020=100),49.5
특수산업용기계,2019-11-01,계절조정지수 (2020=100),52.5
특수산업용기계,2019-12-01,원지수 (2020=100),78.6
특수산업용기계,2019-12-01,계절조정지수 (2020=100),66.3
특수산업용기계,2020-01-01,원지수 (2020=100),53.3
특수산업용기계,2020-01-01,계절조정지수 (2020=100),48.9
특수산업용기계,2020-02-01,원지수 (2020=100),84.4
특수산업용기계,2020-02-01,계절조정지수 (2020=100),93.5
특수산업용기계,2020-03-01,원지수 (2020=100),120.9
특수산업용기계,2020-03-01,계절조정지수 (2020=100),100.2
특수산업용기계,2020-04-01,원지수 (2020=100),103.9
특수산업용기계,2020-04-01,계절조정지수 (2020=100),94.7
특수산업용기계,2020-05-01,원지수 (2020=100),129.7
특수산업용기계,2020-05-01,계절조정지수 (2020=100),117.3
특수산업용기계,2020-06-01,원지수 (2020=100),124.2
특수산업용기계,2020-06-01,계절조정지수 (2020=100),109.4
특수산업용기계,2020-07-01,원지수 (2020=100),116.0
특수산업용기계,2020-07-01,계절조정지수 (2020=100),133.2
특수산업용기계,2020-08-01,원지수 (2020=100),68.0
특수산업용기계,2020-08-01,계절조정지수 (2020=100),91.6
특수산업용기계,2020-09-01,원지수 (2020=100),74.9
특수산업용기계,2020-09-01,계절조정지수 (2020=100),86.9
특수산업용기계,2020-10-01,원지수 (2020=100),64.8
특수산업용기계,2020-10-01,계절조정지수 (2020=100),85.3
특수산업용기계,2020-11-01,원지수 (2020=100),97.9
특수산업용기계,2020-11-01,계절조정지수 (2020=100),109.3
특수산업용기계,2020-12-01,원지수 (2020=100),161.9
특수산업용기계,2020-12-01,계절조정지수 (2020=100),129.8
특수산업용기계,2021-01-01,원지수 (2020=100),166.4
특수산업용기계,2021-01-01,계절조정지수 (2020=100),151.6
특수산업용기계,2021-02-01,원지수 (2020=100),135.1
특수산업용기계,2021-02-01,계절조정지수 (2020=100),153.9
특수산업용기계,2021-03-01,원지수 (2020=100),181.8
특수산업용기계,2021-03-01,계절조정지수 (2020=100),152.2
특수산업용기계,2021-04-01,원지수 (2020=100),196.1
특수산업용기계,2021-04-01,계절조정지수 (2020=100),180.3
특수산업용기계,2021-05-01,원지수 (2020=100),151.0
특수산업용기계,2021-05-01,계절조정지수 (2020=100),137.2
특수산업용기계,2021-06-01,원지수 (2020=100),156.3
특수산업용기계,2021-06-01,계절조정지수 (2020=100),138.1
특수산업용기계,2021-07-01,원지수 (2020=100),170.6
특수산업용기계,2021-07-01,계절조정지수 (2020=100),198.0
특수산업용기계,2021-08-01,원지수 (2020=100),109.4
특수산업용기계,2021-08-01,계절조정지수 (2020=100),148.8
특수산업용기계,2021-09-01,원지수 (2020=100),110.7
특수산업용기계,2021-09-01,계절조정지수 (2020=100),126.0
특수산업용기계,2021-10-01,원지수 (2020=100),103.4
특수산업용기계,2021-10-01,계절조정지수 (2020=100),137.7
특수산업용기계,2021-11-01,원지수 (2020=100),128.8
특수산업용기계,2021-11-01,계절조정지수 (2020=100),139.9
특수산업용기계,2021-12-01,원지수 (2020=100),175.8
특수산업용기계,2021-12-01,계절조정지수 (2020=100),134.5
특수산업용기계,2022-01-01,원지수 (2020=100),135.4
특수산업용기계,2022-01-01,계절조정지수 (2020=100),125.4
특수산업용기계,2022-02-01,원지수 (2020=100),109.6
특수산업용기계,2022-02-01,계절조정지수 (2020=100),122.7
특수산업용기계,2022-03-01,원지수 (2020=100),142.7
특수산업용기계,2022-03-01,계절조정지수 (2020=100),121.1
특수산업용기계,2022-04-01,원지수 (2020=100),120.4
특수산업용기계,2022-04-01,계절조정지수 (2020=100),113.9
특수산업용기계,2022-05-01,원지수 (2020=100),168.4
특수산업용기계,2022-05-01,계절조정지수 (2020=100),155.7
특수산업용기계,2022-06-01,원지수 (2020=100),179.1
특수산업용기계,2022-06-01,계절조정지수 (2020=100),159.7
특수산업용기계,2022-07-01,원지수 (2020=100),144.6
특수산업용기계,2022-07-01,계절조정지수 (2020=100),168.5
특수산업용기계,2022-08-01,원지수 (2020=100),143.9
특수산업용기계,2022-08-01,계절조정지수 (2020=100),196.6
특수산업용기계,2022-09-01,원지수 (2020=100),129.6
특수산업용기계,2022-09-01,계절조정지수 (2020=100),150.1
특수산업용기계,2022-10-01,원지수 (2020=100),118.2
특수산업용기계,2022-10-01,계절조정지수 (2020=100),150.9
특수산업용기계,2022-11-01,원지수 (2020=100),167.3
특수산업용기계,2022-11-01,계절조정지수 (2020=100),177.1
특수산업용기계,2022-12-01,원지수 (2020=100),222.1
특수산업용기계,2022-12-01,계절조정지수 (2020=100),169.0
특수산업용기계,2023-01-01,원지수 (2020=100),105.2
특수산업용기계,2023-01-01,계절조정지수 (2020=100),95.2
특수산업용기계,2023-02-01,원지수 (2020=100),121.2
특수산업용기계,2023-02-01,계절조정지수 (2020=100),144.5
특수산업용기계,2023-03-01,원지수 (2020=100),174.5
특수산업용기계,2023-03-01,계절조정지수 (2020=100),151.9
특수산업용기계,2023-04-01,원지수 (2020=100),174.4
특수산업용기계,2023-04-01,계절조정지수 (2020=100),163.4
특수산업용기계,2023-05-01,원지수 (2020=100),159.8
특수산업용기계,2023-05-01,계절조정지수 (2020=100),148.8
특수산업용기계,2023-06-01,원지수 (2020=100),153.1
특수산업용기계,2023-06-01,계절조정지수 (2020=100),139.1
특수산업용기계,2023-07-01,원지수 (2020=100),113.2
특수산업용기계,2023-07-01,계절조정지수 (2020=100),130.9
특수산업용기계,2023-08-01,원지수 (2020=100),98.1
특수산업용기계,2023-08-01,계절조정지수 (2020=100),134.3
특수산업용기계,2023-09-01,원지수 (2020=100),116.3
특수산업용기계,2023-09-01,계절조정지수 (2020=100),129.8
특수산업용기계,2023-10-01,원지수 (2020=100),94.1
특수산업용기계,2023-10-01,계절조정지수 (2020=100),121.1
특수산업용기계,2023-11-01,원지수 (2020=100),111.9
특수산업용기계,2023-11-01,계절조정지수 (2020=100),116.1
특수산업용기계,2023-12-01,원지수 (2020=100),181.6
특수산업용기계,2023-12-01,계절조정지수 (2020=100),133.8
특수산업용기계,2024-01-01,원지수 (2020=100),134.0
특수산업용기계,2024-01-01,계절조정지수 (2020=100),125.2
특수산업용기계,2024-02-01,원지수 (2020=100),136.9
특수산업용기계,2024-02-01,계절조정지수 (2020=100),164.5
특수산업용기계,2024-03-01,원지수 (2020=100),141.0
특수산업용기계,2024-03-01,계절조정지수 (2020=100),124.5
특수산업용기계,2024-04-01,원지수 (2020=100),129.7
특수산업용기계,2024-04-01,계절조정지수 (2020=100),122.0
특수산업용기계,2024-05-01,원지수 (2020=100),114.3
특수산업용기계,2024-05-01,계절조정지수 (2020=100),108.8
특수산업용기계,2024-06-01,원지수 (2020=100),142.8
특수산업용기계,2024-06-01,계절조정지수 (2020=100),132.1
특수산업용기계,2024-07-01,원지수 (2020=100),120.5
특수산업용기계,2024-07-01,계절조정지수 (2020=100),139.9
특수산업용기계,2024-08-01,원지수 (2020=100),102.2
특수산업용기계,2024-08-01,계절조정지수 (2020=100),141.1
특수산업용기계,2024-09-01,원지수 (2020=100),182.1
특수산업용기계,2024-09-01,계절조정지수 (2020=100),197.8
특수산업용기계,2024-10-01,원지수 (2020=100),150.2
특수산업용기계,2024-10-01,계절조정지수 (2020=100),190.8
특수산업용기계,2024-11-01,원지수 (2020=100),183.9
특수산업용기계,2024-11-01,계절조정지수 (2020=100),190.2
특수산업용기계,2024-12-01,원지수 (2020=100),235.3
특수산업용기계,2024-12-01,계절조정지수 (2020=100),169.8
특수산업용기계,2025-01-01,원지수 (2020=100),125.0
특수산업용기계,2025-01-01,계절조정지수 (2020=100),114.5
특수산업용기계,2025-02-01,원지수 (2020=100),153.0
특수산업용기계,2025-02-01,계절조정지수 (2020=100),190.9
특수산업용기계,2025-03-01,원지수 (2020=100),240.7
특수산업용기계,2025-03-01,계절조정지수 (2020=100),212.3
특수산업용기계,2025-04-01,원지수 (2020=100),150.3
특수산업용기계,2025-04-01,계절조정지수 (2020=100),141.8
특수산업용기계,2025-05-01,원지수 (2020=100),129.5
특수산업용기계,2025-05-01,계절조정지수 (2020=100),125.3
특수산업용기계,2025-06-01,원지수 (2020=100),163.1
특수산업용기계,2025-06-01,계절조정지수 (2020=100),148.5
특수산업용기계,2025-07-01,원지수 (2020=100),130.8
특수산업용기계,2025-07-01,계절조정지수 (2020=100),152.3
